t,x_original,xdot_original,xdot_pred
320,0.184985619,-2.76E-05,-2.67E-05
320.0333333,0.184930347,-2.76E-05,-2.67E-05
320.0666667,0.184875088,-2.76E-05,-2.67E-05
320.1,0.184819841,-2.76E-05,-2.67E-05
320.1333333,0.184764606,-2.76E-05,-2.67E-05
320.1666667,0.184709384,-2.76E-05,-2.67E-05
320.2,0.184654175,-2.76E-05,-2.67E-05
320.2333333,0.184598978,-2.76E-05,-2.66E-05
320.2666667,0.184543793,-2.76E-05,-2.66E-05
320.3,0.184488621,-2.76E-05,-2.66E-05
320.3333333,0.184433462,-2.76E-05,-2.66E-05
320.3666667,0.184378314,-2.76E-05,-2.66E-05
320.4,0.18432318,-2.76E-05,-2.66E-05
320.4333333,0.184268058,-2.76E-05,-2.66E-05
320.4666667,0.184212948,-2.76E-05,-2.66E-05
320.5,0.184157851,-2.75E-05,-2.66E-05
320.5333333,0.184102766,-2.75E-05,-2.66E-05
320.5666667,0.184047694,-2.75E-05,-2.66E-05
320.6,0.183992634,-2.75E-05,-2.66E-05
320.6333333,0.183937587,-2.75E-05,-2.66E-05
320.6666667,0.183882552,-2.75E-05,-2.66E-05
320.7,0.183827529,-2.75E-05,-2.66E-05
320.7333333,0.183772519,-2.75E-05,-2.66E-05
320.7666667,0.183717522,-2.75E-05,-2.65E-05
320.8,0.183662537,-2.75E-05,-2.65E-05
320.8333333,0.183607564,-2.75E-05,-2.65E-05
320.8666667,0.183552604,-2.75E-05,-2.65E-05
320.9,0.183497657,-2.75E-05,-2.65E-05
320.9333333,0.183442721,-2.75E-05,-2.65E-05
320.9666667,0.183387799,-2.75E-05,-2.65E-05
321,0.183332888,-2.75E-05,-2.65E-05
321.0333333,0.18327799,-2.74E-05,-2.65E-05
321.0666667,0.183223105,-2.74E-05,-2.65E-05
321.1,0.183168232,-2.74E-05,-2.65E-05
321.1333333,0.183113372,-2.74E-05,-2.65E-05
321.1666667,0.183058524,-2.74E-05,-2.65E-05
321.2,0.183003688,-2.74E-05,-2.65E-05
321.2333333,0.182948865,-2.74E-05,-2.65E-05
321.2666667,0.182894054,-2.74E-05,-2.65E-05
321.3,0.182839256,-2.74E-05,-2.65E-05
321.3333333,0.18278447,-2.74E-05,-2.64E-05
321.3666667,0.182729697,-2.74E-05,-2.64E-05
321.4,0.182674936,-2.74E-05,-2.64E-05
321.4333333,0.182620187,-2.74E-05,-2.64E-05
321.4666667,0.182565451,-2.74E-05,-2.64E-05
321.5,0.182510727,-2.74E-05,-2.64E-05
321.5333333,0.182456016,-2.74E-05,-2.64E-05
321.5666667,0.182401317,-2.73E-05,-2.64E-05
321.6,0.182346631,-2.73E-05,-2.64E-05
321.6333333,0.182291957,-2.73E-05,-2.64E-05
321.6666667,0.182237296,-2.73E-05,-2.64E-05
321.7,0.182182647,-2.73E-05,-2.64E-05
321.7333333,0.18212801,-2.73E-05,-2.64E-05
321.7666667,0.182073386,-2.73E-05,-2.64E-05
321.8,0.182018774,-2.73E-05,-2.64E-05
321.8333333,0.181964175,-2.73E-05,-2.64E-05
321.8666667,0.181909588,-2.73E-05,-2.63E-05
321.9,0.181855013,-2.73E-05,-2.63E-05
321.9333333,0.181800451,-2.73E-05,-2.63E-05
321.9666667,0.181745901,-2.73E-05,-2.63E-05
322,0.181691364,-2.73E-05,-2.63E-05
322.0333333,0.181636839,-2.73E-05,-2.63E-05
322.0666667,0.181582327,-2.73E-05,-2.63E-05
322.1,0.181527827,-2.73E-05,-2.63E-05
322.1333333,0.181473339,-2.72E-05,-2.63E-05
322.1666667,0.181418864,-2.72E-05,-2.63E-05
322.2,0.181364401,-2.72E-05,-2.63E-05
322.2333333,0.181309951,-2.72E-05,-2.63E-05
322.2666667,0.181255513,-2.72E-05,-2.63E-05
322.3,0.181201087,-2.72E-05,-2.63E-05
322.3333333,0.181146674,-2.72E-05,-2.63E-05
322.3666667,0.181092273,-2.72E-05,-2.63E-05
322.4,0.181037885,-2.72E-05,-2.63E-05
322.4333333,0.180983509,-2.72E-05,-2.62E-05
322.4666667,0.180929145,-2.72E-05,-2.62E-05
322.5,0.180874794,-2.72E-05,-2.62E-05
322.5333333,0.180820455,-2.72E-05,-2.62E-05
322.5666667,0.180766129,-2.72E-05,-2.62E-05
322.6,0.180711815,-2.72E-05,-2.62E-05
322.6333333,0.180657513,-2.72E-05,-2.62E-05
322.6666667,0.180603224,-2.71E-05,-2.62E-05
322.7,0.180548947,-2.71E-05,-2.62E-05
322.7333333,0.180494683,-2.71E-05,-2.62E-05
322.7666667,0.180440431,-2.71E-05,-2.62E-05
322.8,0.180386191,-2.71E-05,-2.62E-05
322.8333333,0.180331964,-2.71E-05,-2.62E-05
322.8666667,0.180277749,-2.71E-05,-2.62E-05
322.9,0.180223546,-2.71E-05,-2.62E-05
322.9333333,0.180169356,-2.71E-05,-2.62E-05
322.9666667,0.180115178,-2.71E-05,-2.61E-05
323,0.180061013,-2.71E-05,-2.61E-05
323.0333333,0.18000686,-2.71E-05,-2.61E-05
323.0666667,0.179952719,-2.71E-05,-2.61E-05
323.1,0.179898591,-2.71E-05,-2.61E-05
323.1333333,0.179844475,-2.71E-05,-2.61E-05
323.1666667,0.179790372,-2.71E-05,-2.61E-05
323.2,0.179736281,-2.70E-05,-2.61E-05
323.2333333,0.179682202,-2.70E-05,-2.61E-05
323.2666667,0.179628136,-2.70E-05,-2.61E-05
323.3,0.179574082,-2.70E-05,-2.61E-05
323.3333333,0.17952004,-2.70E-05,-2.61E-05
323.3666667,0.179466011,-2.70E-05,-2.61E-05
323.4,0.179411994,-2.70E-05,-2.61E-05
323.4333333,0.179357989,-2.70E-05,-2.61E-05
323.4666667,0.179303997,-2.70E-05,-2.61E-05
323.5,0.179250017,-2.70E-05,-2.61E-05
323.5333333,0.17919605,-2.70E-05,-2.60E-05
323.5666667,0.179142095,-2.70E-05,-2.60E-05
323.6,0.179088152,-2.70E-05,-2.60E-05
323.6333333,0.179034221,-2.70E-05,-2.60E-05
323.6666667,0.178980303,-2.70E-05,-2.60E-05
323.7,0.178926398,-2.70E-05,-2.60E-05
323.7333333,0.178872504,-2.69E-05,-2.60E-05
323.7666667,0.178818623,-2.69E-05,-2.60E-05
323.8,0.178764755,-2.69E-05,-2.60E-05
323.8333333,0.178710898,-2.69E-05,-2.60E-05
323.8666667,0.178657054,-2.69E-05,-2.60E-05
323.9,0.178603223,-2.69E-05,-2.60E-05
323.9333333,0.178549404,-2.69E-05,-2.60E-05
323.9666667,0.178495597,-2.69E-05,-2.60E-05
324,0.178441802,-2.69E-05,-2.60E-05
324.0333333,0.17838802,-2.69E-05,-2.60E-05
324.0666667,0.17833425,-2.69E-05,-2.59E-05
324.1,0.178280492,-2.69E-05,-2.59E-05
324.1333333,0.178226747,-2.69E-05,-2.59E-05
324.1666667,0.178173014,-2.69E-05,-2.59E-05
324.2,0.178119294,-2.69E-05,-2.59E-05
324.2333333,0.178065585,-2.69E-05,-2.59E-05
324.2666667,0.178011889,-2.68E-05,-2.59E-05
324.3,0.177958206,-2.68E-05,-2.59E-05
324.3333333,0.177904535,-2.68E-05,-2.59E-05
324.3666667,0.177850876,-2.68E-05,-2.59E-05
324.4,0.177797229,-2.68E-05,-2.59E-05
324.4333333,0.177743595,-2.68E-05,-2.59E-05
324.4666667,0.177689973,-2.68E-05,-2.59E-05
324.5,0.177636363,-2.68E-05,-2.59E-05
324.5333333,0.177582766,-2.68E-05,-2.59E-05
324.5666667,0.177529181,-2.68E-05,-2.59E-05
324.6,0.177475608,-2.68E-05,-2.59E-05
324.6333333,0.177422048,-2.68E-05,-2.58E-05
324.6666667,0.1773685,-2.68E-05,-2.58E-05
324.7,0.177314964,-2.68E-05,-2.58E-05
324.7333333,0.177261441,-2.68E-05,-2.58E-05
324.7666667,0.17720793,-2.68E-05,-2.58E-05
324.8,0.177154431,-2.67E-05,-2.58E-05
324.8333333,0.177100945,-2.67E-05,-2.58E-05
324.8666667,0.177047471,-2.67E-05,-2.58E-05
324.9,0.176994009,-2.67E-05,-2.58E-05
324.9333333,0.176940559,-2.67E-05,-2.58E-05
324.9666667,0.176887122,-2.67E-05,-2.58E-05
325,0.176833697,-2.67E-05,-2.58E-05
